6.88,214.38,54.17,165444.281
6.98,219.87,55.34,165321.266
7.08,225.47,56.52,165198.266
7.2,232.35,57.93,165050.641
7.28,237.03,58.86,164952.234
7.38,242.99,60.04,164829.203
7.48,249.07,61.21,164706.203
7.6,256.51,62.62,164558.594
7.68,261.56,63.56,164460.172
7.78,267.99,64.74,164337.156
7.88,274.54,65.92,164214.141
7.98,281.2,67.1,164091.125
8.1,289.35,68.53,163943.516
8.2,296.27,69.72,163820.5
8.3,303.32,70.92,163697.484
8.4,310.48,72.11,163574.469
8.5,317.76,73.3,163451.469
8.6,325.16,74.5,163328.453
8.7,332.68,75.69,163205.438
8.8,340.32,76.88,163082.422
8.9,348.08,78.08,162959.422
9.0,355.96,79.27,162836.406
9.1,363.96,80.43,162713.391
9.2,372.07,81.54,162590.375
9.3,380.29,82.74,162467.359
9.42,390.32,84.19,162319.734
9.52,398.81,85.4,162196.734
9.6,405.7,86.37,162098.312
9.7,414.41,87.58,161975.297
9.8,423.24,88.79,161852.281
9.9,432.19,90.01,161729.281
10.0,441.26,91.22,161606.25
10.12,452.31,92.68,161458.641
10.22,461.65,93.9,161335.641
10.3,469.21,94.88,161237.234
10.4,478.77,96.11,161114.203
10.48,486.51,97.09,161015.797
10.6,498.26,98.55,160868.188
10.7,508.19,99.73,160745.156
10.82,520.26,101.14,160597.547
10.92,530.44,102.35,160474.547
11.0,538.68,103.33,160376.125
11.12,551.18,104.8,160228.516
11.2,559.62,105.79,160130.109
11.3,570.27,107.02,160007.094
11.4,581.05,108.26,159884.078
11.52,594.14,109.74,159736.469
11.62,605.19,110.98,159613.453
11.7,614.12,111.97,159515.047
11.82,627.66,113.42,159367.422
11.9,636.77,114.36,159269.016
12.02,650.6,115.85,159121.391
12.12,662.26,117.1,158998.391
12.22,674.04,118.35,158875.375
12.32,685.95,119.6,158752.359
12.42,697.99,120.86,158629.344
12.52,710.15,122.11,158506.328
12.62,722.43,123.37,158383.312
12.72,734.84,124.62,158260.297
12.82,747.38,125.88,158137.281
12.92,760.04,127.14,158014.281
13.02,772.83,128.41,157891.25
13.12,785.75,129.67,157768.25
13.22,798.79,130.94,157645.234
13.34,814.61,132.46,157497.609
13.42,825.26,133.47,157399.203
13.52,838.68,134.73,157276.188
13.62,852.23,135.99,157153.172
13.7,863.16,137.0,157054.766
13.82,879.7,138.52,156907.141
13.92,893.63,139.78,156784.141
14.02,907.67,140.9,156661.125
14.12,921.83,142.16,156538.125
14.22,936.12,143.43,156415.094
14.32,950.54,144.71,156292.094
14.42,965.08,146.0,156169.078
14.54,982.7,147.54,156021.453
14.64,997.53,148.83,155898.453
14.72,1009.49,149.86,155800.031
14.84,1027.57,151.36,155652.422
14.94,1042.78,152.55,155529.406
15.02,1055.03,153.58,155430.984
15.14,1073.56,155.14,155283.375
15.24,1089.15,156.44,155160.359
15.34,1104.86,157.74,155037.344
15.44,1120.71,159.03,154914.328
15.54,1136.69,160.33,154791.312
15.64,1152.79,161.63,154668.312
15.74,1169.03,162.93,154545.297
15.84,1185.4,164.23,154422.281
15.94,1201.89,165.54,154299.281
16.04,1218.52,166.85,154176.266
16.14,1235.28,168.17,154053.234
16.24,1252.17,169.48,153930.234
16.34,1269.2,170.8,153807.219
16.44,1286.35,172.12,153684.203
16.54,1303.64,173.44,153561.188
16.64,1321.06,174.76,153438.172
16.74,1338.61,176.08,153315.156
16.84,1356.29,177.41,153192.156
16.96,1377.68,178.95,153044.531
17.04,1392.04,180.01,152946.125
17.14,1410.12,181.33,152823.109
17.24,1428.32,182.66,152700.109
17.34,1446.66,183.97,152577.078
17.44,1465.14,185.29,152454.062
17.54,1483.74,186.6,152331.062
17.66,1506.24,188.18,152183.438
17.76,1525.13,189.5,152060.422
17.86,1544.16,190.82,151937.422
17.96,1563.32,192.15,151814.406
18.06,1582.61,193.48,151691.375
18.16,1602.03,194.74,151568.375
18.24,1617.66,195.81,151469.953
18.36,1641.27,197.43,151322.344
18.44,1657.11,198.5,151223.922
18.56,1681.04,200.12,151076.312
18.66,1701.13,201.47,150953.312
18.76,1721.36,202.82,150830.297
18.86,1741.72,204.18,150707.281
18.94,1758.11,205.26,150608.859
19.06,1782.85,206.84,150461.25
19.16,1803.6,208.1,150338.234
19.24,1820.3,209.19,150239.828
19.36,1845.51,210.81,150092.203
19.46,1866.67,212.16,149969.203
19.56,1887.97,213.49,149846.172
19.64,1905.1,214.56,149747.766
19.76,1930.95,216.15,149600.156
19.86,1952.65,217.48,149477.141
19.96,1974.47,218.81,149354.125
20.06,1996.43,220.15,149231.125
20.16,2018.53,221.49,149108.094
20.26,2040.76,222.85,148985.094
20.36,2063.12,224.21,148862.078
20.46,2085.62,225.59,148739.062
20.56,2108.26,226.93,148616.047
20.68,2135.6,228.54,148468.438
20.76,2153.94,229.66,148370.016
20.88,2181.62,231.33,148222.406
20.98,2204.83,232.73,148099.391
21.08,2228.19,234.13,147976.375
21.18,2251.69,235.54,147853.359
21.28,2275.32,236.84,147730.344
21.38,2299.08,238.24,147607.344
21.48,2322.99,239.65,147484.328
21.58,2347.04,241.05,147361.312
21.68,2371.22,242.45,147238.297
21.78,2395.55,243.8,147115.297
21.88,2420.01,245.2,146992.281
21.96,2439.68,246.32,146893.859
22.06,2464.4,247.71,146770.859
22.16,2489.25,249.08,146647.844
22.26,2514.24,250.45,146524.828
22.36,2539.36,251.82,146401.812
22.46,2564.63,253.18,146278.797
22.56,2590.03,254.55,146155.781
22.68,2620.69,256.2,146008.172
22.78,2646.39,257.59,145885.156
22.88,2672.23,258.99,145762.141
22.96,2693.0,260.12,145663.734
23.06,2719.1,261.53,145540.719
23.16,2745.33,262.94,145417.703
23.26,2771.71,264.36,145294.688
23.36,2798.23,265.77,145171.672
23.46,2824.89,267.18,145048.656
23.56,2851.69,268.59,144925.641
23.66,2878.63,270.0,144802.641
23.78,2911.14,271.7,144655.016
23.88,2938.39,273.11,144532.0
23.98,2965.79,274.53,144408.984
24.06,2987.79,275.47,144310.578
24.18,3020.96,277.18,144162.969
24.28,3048.76,278.59,144039.953
24.38,3076.7,279.99,143916.938
24.48,3104.77,281.37,143793.922
24.58,3132.99,282.75,143670.906
24.66,3155.65,283.85,143572.5
24.78,3189.82,285.51,143424.891
24.86,3212.71,286.61,143326.484
24.98,3247.21,288.28,143178.859
25.08,3276.11,289.68,143055.844
25.18,3305.14,291.09,142932.844
25.28,3334.32,292.39,142809.812
25.38,3363.63,293.83,142686.812
25.48,3393.08,295.28,142563.781
25.58,3422.68,296.73,142440.781
25.68,3452.42,298.17,142317.766
25.78,3482.31,299.62,142194.75
25.88,3512.34,301.06,142071.734
25.98,3542.51,302.51,141948.734
26.08,3572.83,303.96,141825.719
26.18,3603.29,305.4,141702.688
26.28,3633.89,306.76,141579.688
26.4,3670.79,308.4,141432.078
26.48,3695.5,309.55,141333.656
26.58,3726.51,310.99,141210.641
26.68,3757.67,312.4,141087.625
26.78,3788.97,313.8,140964.609
26.88,3820.4,315.19,140841.594
27.0,3858.3,316.86,140693.984
27.1,3890.04,318.24,140570.969
27.18,3915.52,319.35,140472.562
27.28,3947.5,320.75,140349.547
27.4,3986.05,322.44,140201.938
27.5,4018.34,323.86,140078.922
27.6,4050.76,325.3,139955.906
27.68,4076.8,326.46,139857.5
27.8,4116.03,328.09,139709.891
27.9,4148.87,329.53,139586.875
28.0,4181.86,331.02,139463.859
28.1,4215.0,332.52,139340.844
28.2,4248.28,334.02,139217.828
28.3,4281.72,335.52,139094.812
28.38,4308.58,336.72,138996.406
28.5,4349.04,338.53,138848.781
28.6,4382.92,340.04,138725.766
28.7,4416.95,341.55,138602.766
28.8,4451.14,343.06,138479.75
28.9,4485.47,344.57,138356.734
29.0,4519.95,346.09,138233.719
29.1,4554.58,347.61,138110.719
29.2,4589.36,349.13,137987.703
29.3,4624.3,350.66,137864.672
29.4,4659.38,352.19,137741.672
29.46,4680.5,353.11,137667.859
29.56,4715.83,354.65,137544.844
29.68,4758.42,356.49,137397.234
29.78,4794.09,358.03,137274.219
29.88,4829.9,359.57,137151.203
29.98,4865.86,361.11,137028.188
30.08,4901.98,362.65,136905.172
30.18,4938.25,364.19,136782.172
30.28,4974.67,365.74,136659.156
30.38,5011.24,367.29,136536.141
30.5,5055.33,369.15,136388.516
30.6,5092.24,370.72,136265.5
30.68,5121.88,371.97,136167.094
30.78,5159.07,373.54,136044.078
30.88,5196.42,375.13,135921.062
30.98,5233.92,376.71,135798.062
31.08,5271.58,378.31,135675.047
31.18,5309.4,379.91,135552.031
31.28,5347.37,381.52,135429.016
31.38,5385.51,383.13,135306.0
31.5,5431.48,385.07,135158.391
31.6,5469.97,386.69,135035.375
31.7,5508.62,388.31,134912.359
31.8,5547.43,389.94,134789.344
31.9,5586.4,391.57,134666.328
32.02,5633.38,393.53,134518.719
32.1,5664.82,394.73,134420.312
32.2,5704.27,396.36,134297.297
32.3,5743.88,397.99,134174.281
32.4,5783.64,399.6,134051.266
32.5,5823.57,401.21,133928.25
32.6,5863.65,402.82,133805.234
32.7,5903.89,404.42,133682.219
32.8,5944.29,406.02,133559.219
32.9,5984.85,407.63,133436.203
33.0,6025.56,409.25,133313.188
33.12,6074.62,411.2,133165.562
33.2,6107.46,412.52,133067.156
33.3,6148.65,414.18,132944.141
33.42,6198.3,416.19,132796.531
33.52,6239.85,417.88,132673.516
33.62,6281.58,419.59,132550.5
33.7,6315.08,420.96,132452.094
33.82,6365.54,423.04,132304.484
33.9,6399.31,424.43,132206.062
34.0,6441.69,426.17,132083.047
34.1,6484.24,427.92,131960.031
34.2,6526.97,429.67,131837.031
34.32,6578.47,431.78,131689.406
34.42,6621.58,433.54,131566.391
34.5,6656.2,434.94,131467.984
34.6,6699.62,436.7,131344.969
34.72,6751.96,438.8,131197.359
34.82,6795.77,440.54,131074.344
34.92,6839.75,442.28,130951.336
35.0,6875.05,443.67,130852.914
35.12,6928.22,445.75,130705.305
35.22,6972.71,447.47,130582.289
35.32,7017.37,449.2,130459.266
35.42,7062.2,450.88,130336.266
35.52,7107.19,452.56,130213.242
35.64,7161.41,454.64,130065.625
35.72,7197.69,456.02,129967.219
35.82,7243.19,457.73,129844.211
35.92,7288.86,459.42,129721.195
36.02,7334.69,461.11,129598.188
36.1,7371.47,462.46,129499.773
36.22,7426.84,464.5,129352.156
36.32,7473.16,466.2,129229.148
36.42,7519.65,467.91,129106.125
36.54,7575.65,469.99,128958.516
36.62,7613.12,471.39,128860.094
36.72,7660.12,473.16,128737.086
36.82,7707.28,474.95,128614.07
36.94,7764.12,477.08,128466.461
37.04,7811.67,478.78,128343.445
37.14,7859.4,480.61,128220.43
37.24,7907.31,482.45,128097.414
37.32,7945.77,483.93,127999.008
37.44,8003.68,486.14,127851.391
37.54,8052.14,487.99,127728.375
37.64,8100.78,489.84,127605.367
37.72,8139.83,491.32,127506.953
37.84,8198.61,493.55,127359.344
37.94,8247.8,495.41,127236.32
38.04,8297.17,497.27,127113.312
38.14,8346.72,499.04,126990.297
38.24,8396.45,500.91,126867.281
38.34,8446.36,502.79,126744.266
38.44,8496.46,504.66,126621.258
38.54,8546.75,506.54,126498.242
38.64,8597.22,508.41,126375.227
38.74,8647.87,510.23,126252.219
38.86,8708.88,512.42,126104.602
38.94,8749.71,513.91,126006.188
39.04,8800.9,515.77,125883.18
39.14,8852.28,517.61,125760.164
39.26,8914.16,519.79,125612.547
39.34,8955.56,521.25,125514.133
39.44,9007.45,523.07,125391.125
39.56,9069.96,525.26,125243.508
39.66,9122.25,527.1,125120.492
39.76,9174.71,528.97,124997.484
39.84,9216.8,530.37,124899.07
39.94,9269.59,532.27,124776.055
40.04,9322.56,534.17,124653.039
40.14,9375.72,536.08,124530.031
40.26,9439.76,538.37,124382.414
40.34,9482.6,539.89,124284.0
40.46,9547.08,542.17,124136.391
40.56,9601.01,544.09,124013.375
40.66,9655.12,545.78,123890.359
40.76,9709.41,547.65,123767.344
40.86,9763.88,549.56,123644.328
40.96,9818.54,551.46,123521.32
41.06,9873.38,553.33,123398.305
41.14,9917.38,554.82,123299.891
41.26,9983.59,557.04,123152.273
41.36,10038.95,558.89,123029.266
41.44,10083.37,560.38,122930.859
41.54,10139.04,562.25,122807.844
41.66,10206.09,564.51,122660.227
41.78,10273.39,566.8,122512.609
41.86,10318.41,568.35,122414.203
41.96,10374.84,570.21,122291.188
42.06,10431.46,572.15,122168.172
42.16,10488.27,574.15,122045.156
42.26,10545.29,576.16,121922.148
42.36,10602.49,578.17,121799.133
42.46,10659.89,580.02,121676.117
42.56,10717.48,581.98,121553.109
42.66,10775.26,584.0,121430.094
42.78,10844.85,586.41,121282.477
42.88,10903.06,588.4,121159.461
42.96,10949.76,589.99,121061.055
43.06,11008.31,591.97,120938.039
43.18,11078.81,594.35,120790.422
43.26,11125.96,595.85,120692.016
43.38,11196.92,598.27,120544.398
43.46,11244.38,599.88,120445.984
43.58,11315.8,602.27,120298.375
43.68,11375.52,604.26,120175.359
43.78,11435.43,606.25,120052.344
43.86,11483.49,607.74,119953.93
43.98,11555.81,610.15,119806.312
44.06,11604.18,611.74,119707.906
44.16,11664.8,613.71,119584.891
44.28,11737.79,616.03,119437.281
44.38,11798.8,617.94,119314.258
44.48,11859.99,619.86,119191.242
44.58,11921.35,621.77,119068.234
44.68,11982.89,623.69,118945.219
44.8,12056.97,626.03,118797.609
44.88,12106.5,627.64,118699.195
44.98,12168.59,629.66,118576.188
45.06,12218.4,631.27,118477.773
45.18,12293.34,633.67,118330.148
45.28,12355.99,635.67,118207.141
45.4,12431.41,638.06,118059.531
45.48,12481.84,639.66,117961.117
45.58,12545.03,641.65,117838.102
45.7,12621.11,644.04,117690.484
45.78,12671.97,645.64,117592.07
45.88,12735.72,647.66,117469.055
45.98,12799.64,649.6,117346.047
46.1,12876.61,652.06,117198.43
46.2,12940.95,654.09,117075.414
46.28,12992.55,655.69,116977.008
46.38,13057.22,657.68,116854.0
46.48,13122.06,659.65,116730.977
46.56,13174.06,661.23,116632.57
46.7,13265.33,664.0,116460.352
46.82,13343.82,666.38,116312.734
46.9,13396.3,667.97,116214.32
47.0,13462.04,669.98,116091.312
47.12,13541.18,672.43,115943.695
47.2,13594.08,674.08,115845.281
47.3,13660.37,676.17,115722.266
47.4,13726.86,678.28,115599.258
47.52,13806.89,680.75,115451.641
47.62,13873.81,682.87,115328.625
47.72,13940.93,685.06,115205.609
47.8,13994.77,686.81,115107.203
47.92,14075.78,689.42,114959.586
48.02,14143.5,691.6,114836.578
48.12,14211.43,693.78,114713.562
48.22,14279.55,695.96,114590.547
48.32,14347.88,698.15,114467.539
48.42,14416.41,700.36,114344.523
48.52,14485.12,702.34,114221.508
48.62,14554.05,704.57,114098.492
48.7,14609.34,706.34,114000.086
48.82,14692.51,708.96,113852.469
48.92,14762.03,711.11,113729.453
49.02,14831.74,713.25,113606.438
49.12,14901.63,715.39,113483.43
49.24,14985.75,717.96,113335.812
49.32,15041.98,719.67,113237.398
49.42,15112.44,721.83,113114.391
49.54,15197.23,724.44,112966.773
49.62,15253.92,726.21,112868.359
49.74,15339.18,728.76,112720.742
49.84,15410.46,731.06,112597.727
49.92,15467.64,732.9,112499.32
50.02,15539.3,735.2,112376.305
50.14,15625.58,737.96,112228.695
50.18,15654.4,738.88,112179.484
50.3,15741.08,741.64,112031.867
50.42,15828.07,744.41,111884.25
50.5,15886.22,746.26,111785.844
50.58,15944.51,748.11,111687.43
50.68,16017.56,750.32,111564.414
50.82,16120.19,753.59,111392.203
50.9,16179.02,755.45,111293.789
51.0,16252.75,757.74,111170.773
51.1,16326.67,760.01,111047.766
51.2,16400.79,762.27,110924.75
51.3,16475.11,764.52,110801.734
51.42,16564.54,767.23,110654.117
51.52,16639.28,769.52,110531.109
51.58,16684.22,770.87,110457.297
51.68,16759.29,773.18,110334.281
51.78,16834.58,775.54,110211.273
51.88,16910.08,777.88,110088.25
51.98,16985.78,780.19,109965.242
52.08,17061.67,782.49,109842.234
52.18,17137.77,784.77,109719.219
52.3,17229.34,787.57,109571.602
52.4,17305.86,789.71,109448.586
52.46,17351.87,791.14,109374.773
52.6,17459.53,794.42,109202.562
52.68,17521.22,796.25,109104.148
52.8,17613.98,798.97,108956.531
52.9,17691.48,801.24,108833.516
52.98,17753.62,803.06,108735.109
53.1,17847.05,805.75,108587.492
53.2,17925.13,808.08,108464.484
53.28,17987.74,809.95,108366.07
53.4,18081.88,812.67,108218.453
53.5,18160.52,814.87,108095.445
53.6,18239.32,817.06,107972.43
53.7,18318.29,819.27,107849.414
53.82,18413.29,821.95,107701.797
53.9,18476.76,823.72,107603.391
54.0,18556.24,825.93,107480.375
54.1,18635.88,828.12,107357.367
54.2,18715.69,830.3,107234.352
54.3,18795.66,832.49,107111.336
54.42,18891.83,835.13,106963.719
54.5,18956.07,836.9,106865.312
54.6,19036.52,839.14,106742.297
54.72,19133.29,841.9,106594.68
54.8,19197.94,843.65,106496.266
54.9,19278.93,846.09,106373.258
55.0,19360.12,848.5,106250.234
55.1,19441.5,850.89,106127.227
55.22,19539.39,853.73,105979.617
55.3,19604.8,855.63,105881.203
55.42,19703.14,858.47,105733.586
55.52,19785.28,860.84,105610.57
55.6,19851.12,862.73,105512.164
55.72,19950.1,865.57,105364.547
55.82,20032.78,867.94,105241.531
55.92,20115.63,870.32,105118.516
56.0,20182.05,872.23,105020.109
56.12,20281.88,875.11,104872.492
56.22,20365.27,877.53,104749.477
56.32,20448.85,879.97,104626.461
56.38,20499.09,881.45,104552.656
56.46,20566.18,883.43,104454.242
56.6,20683.87,886.92,104282.023
56.68,20751.3,888.93,104183.609
56.8,20852.68,891.98,104036.0
56.9,20937.39,894.53,103912.984
57.02,21039.31,897.53,103765.367
57.1,21107.42,899.63,103666.961
57.22,21209.85,902.75,103519.344
57.3,21278.29,904.82,103420.93
57.42,21381.21,907.89,103273.312
57.5,21449.98,909.93,103174.906
57.6,21536.11,912.49,103051.891
57.7,21622.44,915.05,102928.875
57.8,21708.96,917.6,102805.867
57.92,21813.05,920.68,102658.25
58.02,21900.0,923.26,102535.234
58.1,21969.71,925.32,102436.828
58.22,22074.52,928.49,102289.211
58.32,22162.1,931.16,102166.195
58.42,22249.9,933.81,102043.188
58.52,22337.89,936.44,101920.164
58.6,22408.43,938.54,101821.758
58.72,22514.48,941.69,101674.148
58.82,22603.08,944.31,101551.125
58.92,22691.86,946.94,101428.117
59.04,22798.67,950.1,101280.5
59.12,22870.03,952.21,101182.094
59.22,22959.41,954.87,101059.078
59.32,23049.0,957.55,100936.055
59.42,23138.79,960.11,100813.047
59.5,23210.77,962.28,100714.641
59.62,23319.02,965.61,100567.023
59.72,23409.46,968.36,100444.008
59.82,23500.12,971.09,100320.992
59.92,23590.98,973.81,100197.977
60.04,23700.29,977.07,100050.367
60.12,23773.33,979.25,99951.953
60.22,23864.81,981.97,99828.945
60.34,23974.85,985.25,99681.328
60.42,24048.37,987.44,99582.914
60.54,24158.91,990.62,99435.297
60.62,24232.77,992.85,99336.891
60.72,24325.31,995.69,99213.875
60.84,24436.65,999.05,99066.258
60.94,24529.65,1001.82,98943.242
61.04,24622.87,1004.57,98820.234
61.12,24697.58,1006.77,98721.82
61.24,24809.88,1010.08,98574.203
61.34,24903.7,1012.88,98451.188
61.44,24997.71,1015.43,98328.18
61.54,25091.95,1018.34,98205.164
61.64,25186.42,1021.2,98082.148
61.72,25262.14,1023.45,97983.742
61.84,25375.97,1026.78,97836.125
61.94,25471.03,1029.53,97713.117
62.04,25566.29,1032.27,97590.094
62.14,25661.73,1035.02,97467.086
62.24,25757.36,1037.77,97344.07
62.34,25853.18,1040.53,97221.055
62.4,25910.76,1042.21,97147.25
62.54,26045.41,1046.1,96975.031
62.62,26122.53,1048.41,96876.617
62.74,26238.5,1051.97,96729.0
62.84,26335.39,1054.91,96605.992
62.94,26432.5,1057.84,96482.977
63.02,26510.34,1060.2,96384.57
63.12,26607.83,1062.86,96261.555
63.22,26705.56,1065.87,96138.539
63.32,26803.51,1068.82,96015.523
63.44,26921.33,1072.27,95867.906
63.54,27019.72,1075.12,95744.898
63.62,27098.57,1077.41,95646.484
63.74,27217.1,1080.83,95498.867
63.84,27316.12,1083.85,95375.859
63.94,27415.35,1086.77,95252.844
64.04,27514.78,1089.62,95129.828
64.14,27614.38,1092.41,95006.812
64.24,27714.16,1095.22,94883.805
64.34,27814.13,1098.06,94760.789
64.44,27914.27,1100.9,94637.773
64.54,28014.59,1103.72,94514.766
64.64,28115.09,1106.54,94391.75
64.74,28215.76,1109.42,94268.734
64.84,28316.64,1112.4,94145.727
64.94,28417.71,1115.34,94022.711
65.04,28518.98,1118.26,93899.695
65.14,28620.43,1121.16,93776.68
65.24,28722.06,1124.04,93653.672
65.34,28823.87,1126.92,93530.656
65.44,28925.86,1129.8,93407.641
65.54,29028.02,1132.69,93284.633
65.64,29130.36,1135.58,93161.617
65.74,29232.88,1138.49,93038.602
65.86,29356.14,1142.01,92890.984
65.94,29438.46,1144.38,92792.578
66.04,29541.53,1147.36,92669.562
66.16,29665.47,1150.98,92521.945
66.26,29768.96,1154.02,92398.93
66.34,29851.91,1156.48,92300.523
66.46,29976.57,1160.2,92152.906
66.54,30059.85,1162.69,92054.492
66.62,30143.26,1165.19,91956.086
66.74,30268.64,1168.97,91808.469
66.86,30394.33,1172.75,91660.852
66.96,30499.32,1175.92,91537.836
67.06,30604.52,1179.08,91414.828
67.16,30709.93,1182.24,91291.812
67.26,30815.56,1185.4,91168.805
67.36,30921.4,1188.55,91045.781
67.46,31027.44,1191.7,90922.773
67.54,31112.42,1194.2,90824.359
67.66,31240.14,1197.96,90676.742
67.76,31346.78,1201.08,90553.734
67.86,31453.62,1204.19,90430.719
67.96,31560.66,1207.31,90307.711
68.06,31667.88,1210.44,90184.688
68.16,31775.31,1213.58,90061.68
68.26,31882.92,1216.73,89938.664
68.38,32012.33,1220.54,89791.047
68.46,32098.76,1223.1,89692.641
68.56,32206.98,1226.32,89569.625
68.66,32315.41,1229.57,89446.609
68.78,32445.82,1233.5,89298.992
68.88,32554.73,1236.8,89175.984
68.96,32642.02,1239.45,89077.57
69.06,32751.34,1242.79,88954.562
69.16,32860.89,1246.14,88831.547
69.28,32992.65,1250.18,88683.93
69.38,33102.72,1253.55,88560.914
69.48,33213.01,1256.93,88437.898
69.56,33301.42,1259.63,88339.492
69.68,33434.11,1259.51,88314.891
69.76,33522.5,1258.87,88314.891
69.88,33654.99,1257.92,88314.891
69.98,33765.3,1257.12,88314.891
70.08,33875.53,1256.33,88314.891
70.18,33985.67,1255.54,88314.891
70.3,34117.72,1254.59,88314.891
70.4,34227.68,1253.8,88314.891
70.48,34315.58,1253.16,88314.891
70.6,34447.33,1252.22,88314.891
70.7,34557.02,1251.43,88314.891
70.78,34644.72,1250.79,88314.891
70.88,34754.26,1250.01,88314.891
70.98,34863.72,1249.22,88314.891
71.1,34994.96,1248.28,88314.891
71.2,35104.23,1247.49,88314.891
71.3,35213.42,1246.7,88314.891
71.4,35322.52,1245.92,88314.891
71.5,35431.53,1245.13,88314.891
71.6,35540.46,1244.35,88314.891
71.68,35627.55,1243.73,88314.891
71.8,35758.07,1242.79,88314.891
71.88,35845.02,1242.16,88314.891
71.96,35931.92,1241.54,88314.891
72.06,36040.46,1240.76,88314.891
72.18,36170.6,1239.82,88314.891
72.3,36300.62,1238.89,88314.891
72.4,36408.87,1238.11,88314.891
72.48,36495.42,1237.48,88314.891
72.58,36603.52,1236.71,88314.891
72.68,36711.54,1235.93,88314.891
72.78,36819.48,1235.16,88314.891
72.88,36927.33,1234.38,88314.891
72.98,37035.1,1233.61,88314.891
73.1,37164.31,1232.68,88314.891
73.2,37271.89,1231.9,88314.891
73.28,37357.89,1231.29,88314.891
73.38,37465.33,1230.51,88314.891
73.48,37572.67,1229.74,88314.891
73.6,37701.38,1228.82,88314.891
73.7,37808.55,1228.05,88314.891
73.78,37894.22,1227.43,88314.891
73.9,38022.62,1226.51,88314.891
73.98,38108.16,1225.89,88314.891
74.1,38236.37,1224.97,88314.891
74.18,38321.77,1224.36,88314.641
74.28,38428.46,1223.74,88309.719
74.38,38535.07,1223.24,88300.125
74.5,38662.91,1222.66,88288.32
74.58,38748.09,1222.27,88280.445
74.7,38875.77,1221.69,88268.633
74.8,38982.09,1221.21,88258.789
74.9,39088.35,1220.72,88248.953
75.0,39194.54,1220.24,88239.117
75.1,39300.66,1219.76,88229.273
75.2,39406.71,1219.28,88219.43
75.32,39533.88,1218.7,88207.617
75.4,39618.61,1218.32,88199.75
75.52,39745.62,1217.74,88187.938
75.62,39851.38,1217.26,88178.094
75.72,39957.08,1216.79,88168.258
75.82,40062.71,1216.31,88158.422
75.92,40168.27,1215.84,88148.578
76.02,40273.77,1215.37,88138.734
76.12,40379.2,1214.9,88128.891
76.22,40484.56,1214.43,88119.047
76.32,40589.85,1213.97,88109.211
76.42,40695.08,1213.5,88099.367
76.5,40779.22,1213.13,88091.5
76.62,40905.34,1212.59,88079.688
76.72,41010.38,1212.15,88069.844
76.82,41115.35,1211.72,88060.008
76.92,41220.27,1211.29,88050.164
77.02,41325.12,1210.87,88040.32
77.12,41429.92,1210.45,88030.484
77.22,41534.66,1210.02,88020.641
77.32,41639.34,1209.6,88010.797
77.42,41743.96,1209.19,88000.961
77.52,41848.52,1208.72,87991.117
77.62,41953.03,1208.29,87981.281
77.72,42057.47,1207.85,87971.438
77.84,42182.74,1207.34,87959.625
